age;education;marital-status;occupation;race;income;ID
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;6917
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;7133
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;7146
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;7484
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;8579
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;8740
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;8895
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;9073
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;9194
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;9413
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;9470
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;10123
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;10153
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;10289
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;10340
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;10874
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;11061
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;11256
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;11268
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;11491
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;11798
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;12230
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;12275
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;12746
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;12846
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;13024
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;13381
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;13704
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;13964
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;14637
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;14734
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;14769
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;14888
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;15347
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;15736
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;16337
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;16475
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;16677
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;16805
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;17191
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;17402
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;18051
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;18204
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;18310
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;18992
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;19397
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;19599
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;19881
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;20234
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;20916
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;21518
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;21762
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;22044
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;22207
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;22478
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;22494
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;22621
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;22856
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;23205
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;23649
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;23714
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;23980
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;24015
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;24039
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;24160
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;24518
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;24910
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;24947
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;26512
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;26566
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;27084
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;27311
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;27528
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;28135
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;28152
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;28848
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;30274
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;30359
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;30614
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;30752
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;30998
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;31345
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;31483
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;31702
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;31874
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;31894
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;32199
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;32205
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;32585
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;33496
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;33733
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;33866
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;33938
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;34222
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;34373
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;34393
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;34472
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;34530
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;34662
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;34718
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;35000
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;35122
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;35414
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;35418
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;36644
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;36672
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;36714
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;36882
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;37190
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;37211
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;37268
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;37832
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;39299
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;39323
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;39446
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;39800
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;40300
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;40459
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;40729
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;40933
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;41922
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;41991
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;42271
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;42286
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;42474
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;42571
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;42618
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;42796
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;42928
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;43114
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;44528
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;44537
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;44595
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;45381
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;45447
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;45574
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;45830
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;45943
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;46055
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;46142
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;46271
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;46304
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K;46436
*;Some-college;Married-civ-spouse;Tech-support;*;>50K;48358
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;279
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;437
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;553
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;709
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;800
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;873
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;921
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;936
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;1016
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;1079
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;1083
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;1227
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;1421
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;1488
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;1564
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;1677
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;2275
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;2392
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;2429
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;2525
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;2640
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;2730
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;2748
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;2767
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;2802
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;2826
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;3292
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;3474
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;3518
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;3990
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;4603
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;5042
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;5344
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;5704
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;6339
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;6713
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;6851
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;7141
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;8097
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;8452
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;8521
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;8778
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;9187
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;9334
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;9419
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;9729
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;9792
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;10013
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;10283
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;10471
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;10826
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;10846
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;11336
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;11555
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;11728
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;11966
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;12285
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;12987
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;13319
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;13324
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;13501
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;13524
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;13570
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;13773
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;13881
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;14114
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;14390
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;14921
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;15009
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;15583
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;15595
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;16474
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;17130
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;17244
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;17390
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;17601
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;17633
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;17827
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;17850
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;18124
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;18543
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;18801
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;18871
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;19154
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;19304
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;19499
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;20042
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;20335
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;20549
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;20707
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;20794
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;20847
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;21038
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;21436
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;21601
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;21737
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;21760
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;22149
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;22532
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;22781
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;22819
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;23231
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;23671
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;23738
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;24560
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;25131
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;25146
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;25178
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;25497
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;25524
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;25958
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;25983
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;25987
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;26621
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;26989
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;27008
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;27031
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;27202
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;27331
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;27515
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K;27597
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;27708
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K;27827
