age;education;marital-status;occupation;race;income;ID
20~24;Higher education;spouse present;Technical;*;<=50K;33832
20~24;Higher education;spouse present;Technical;*;<=50K;33866
20~24;Higher education;spouse present;Technical;*;<=50K;34179
20~24;Higher education;spouse present;Technical;*;<=50K;34684
20~24;Higher education;spouse present;Technical;*;<=50K;35872
20~24;Higher education;spouse present;Technical;*;<=50K;35979
20~24;Higher education;spouse present;Technical;*;<=50K;36221
20~24;Higher education;spouse present;Technical;*;<=50K;36840
20~24;Higher education;spouse present;Technical;*;<=50K;36841
20~24;Higher education;spouse present;Technical;*;<=50K;37137
20~24;Higher education;spouse present;Technical;*;<=50K;37663
20~24;Higher education;spouse present;Technical;*;<=50K;37832
20~24;Higher education;spouse present;Technical;*;<=50K;37957
20~24;Higher education;spouse present;Technical;*;<=50K;39641
20~24;Higher education;spouse present;Technical;*;<=50K;40145
20~24;Higher education;spouse present;Technical;*;<=50K;40204
20~24;Higher education;spouse present;Technical;*;>50K;40344
20~24;Higher education;spouse present;Technical;*;<=50K;40604
20~24;Higher education;spouse present;Technical;*;<=50K;41015
20~24;Higher education;spouse present;Technical;*;<=50K;41341
20~24;Higher education;spouse present;Technical;*;>50K;41423
20~24;Higher education;spouse present;Technical;*;<=50K;41573
20~24;Higher education;spouse present;Technical;*;>50K;41991
20~24;Higher education;spouse present;Technical;*;<=50K;43489
20~24;Higher education;spouse present;Technical;*;<=50K;44244
20~24;Higher education;spouse present;Technical;*;<=50K;44954
20~24;Higher education;spouse present;Technical;*;<=50K;44956
20~24;Higher education;spouse present;Technical;*;<=50K;45089
20~24;Higher education;spouse present;Technical;*;<=50K;45381
20~24;Higher education;spouse present;Technical;*;<=50K;45516
20~24;Higher education;spouse present;Technical;*;<=50K;46455
20~24;Higher education;spouse present;Technical;*;<=50K;46552
20~24;Higher education;spouse present;Technical;*;<=50K;46937
20~24;Higher education;spouse present;Technical;*;<=50K;47211
20~24;Higher education;spouse present;Technical;*;>50K;47639
11~20;Higher education;spouse present;Other;*;<=50K;34
11~20;Higher education;spouse present;Other;*;<=50K;295
11~20;Higher education;spouse present;Other;*;<=50K;690
11~20;Higher education;spouse present;Other;*;>50K;691
11~20;Higher education;spouse present;Other;*;<=50K;813
11~20;Higher education;spouse present;Other;*;<=50K;1314
11~20;Higher education;spouse present;Other;*;<=50K;4140
11~20;Higher education;spouse present;Other;*;<=50K;4814
11~20;Higher education;spouse present;Other;*;<=50K;5139
11~20;Higher education;spouse present;Other;*;<=50K;5794
11~20;Higher education;spouse present;Other;*;<=50K;6200
11~20;Higher education;spouse present;Other;*;<=50K;6736
11~20;Higher education;spouse present;Other;*;<=50K;7449
11~20;Higher education;spouse present;Other;*;>50K;7544
11~20;Higher education;spouse present;Other;*;<=50K;8246
11~20;Higher education;spouse present;Other;*;<=50K;8461
11~20;Higher education;spouse present;Other;*;<=50K;8603
11~20;Higher education;spouse present;Other;*;<=50K;9126
11~20;Higher education;spouse present;Other;*;<=50K;9673
11~20;Higher education;spouse present;Other;*;<=50K;10080
11~20;Higher education;spouse present;Other;*;<=50K;10745
11~20;Higher education;spouse present;Other;*;<=50K;11180
11~20;Higher education;spouse present;Other;*;<=50K;11363
11~20;Higher education;spouse present;Other;*;<=50K;11381
11~20;Higher education;spouse present;Other;*;<=50K;12123
11~20;Higher education;spouse present;Other;*;<=50K;13223
11~20;Higher education;spouse present;Other;*;<=50K;14254
11~20;Higher education;spouse present;Other;*;<=50K;14288
11~20;Higher education;spouse present;Other;*;<=50K;14413
11~20;Higher education;spouse present;Other;*;>50K;14775
11~20;Higher education;spouse present;Other;*;<=50K;14875
11~20;Higher education;spouse present;Other;*;<=50K;15992
11~20;Higher education;spouse present;Other;*;<=50K;16316
11~20;Higher education;spouse present;Other;*;<=50K;16428
11~20;Higher education;spouse present;Other;*;<=50K;16524
11~20;Higher education;spouse present;Other;*;<=50K;16586
11~20;Higher education;spouse present;Other;*;<=50K;16720
11~20;Higher education;spouse present;Other;*;<=50K;17329
11~20;Higher education;spouse present;Other;*;<=50K;18302
11~20;Higher education;spouse present;Other;*;>50K;18828
11~20;Higher education;spouse present;Other;*;<=50K;19439
11~20;Higher education;spouse present;Other;*;<=50K;20109
11~20;Higher education;spouse present;Other;*;<=50K;20759
11~20;Higher education;spouse present;Other;*;<=50K;21377
11~20;Higher education;spouse present;Other;*;<=50K;21512
11~20;Higher education;spouse present;Other;*;<=50K;21692
11~20;Higher education;spouse present;Other;*;>50K;21906
11~20;Higher education;spouse present;Other;*;<=50K;22196
11~20;Higher education;spouse present;Other;*;<=50K;22477
11~20;Higher education;spouse present;Other;*;>50K;23131
11~20;Higher education;spouse present;Other;*;<=50K;24287
11~20;Higher education;spouse present;Other;*;<=50K;24530
11~20;Higher education;spouse present;Other;*;<=50K;24952
11~20;Higher education;spouse present;Other;*;>50K;25342
11~20;Higher education;spouse present;Other;*;<=50K;25745
11~20;Higher education;spouse present;Other;*;<=50K;25845
11~20;Higher education;spouse present;Other;*;<=50K;26390
11~20;Higher education;spouse present;Other;*;<=50K;27815
11~20;Higher education;spouse present;Other;*;<=50K;27936
11~20;Higher education;spouse present;Other;*;<=50K;28095
11~20;Higher education;spouse present;Other;*;>50K;28759
11~20;Higher education;spouse present;Other;*;<=50K;29345
11~20;Higher education;spouse present;Other;*;<=50K;29507
11~20;Higher education;spouse present;Other;*;<=50K;31183
11~20;Higher education;spouse present;Other;*;<=50K;31255
11~20;Higher education;spouse present;Other;*;<=50K;31495
11~20;Higher education;spouse present;Other;*;<=50K;32076
11~20;Higher education;spouse present;Other;*;<=50K;32102
11~20;Higher education;spouse present;Other;*;>50K;32771
11~20;Higher education;spouse present;Other;*;<=50K;33467
11~20;Higher education;spouse present;Other;*;<=50K;33499
11~20;Higher education;spouse present;Other;*;<=50K;33765
11~20;Higher education;spouse present;Other;*;<=50K;35634
11~20;Higher education;spouse present;Other;*;<=50K;36120
11~20;Higher education;spouse present;Other;*;<=50K;37015
11~20;Higher education;spouse present;Other;*;>50K;37371
11~20;Higher education;spouse present;Other;*;<=50K;39878
11~20;Higher education;spouse present;Other;*;<=50K;40332
11~20;Higher education;spouse present;Other;*;<=50K;41240
11~20;Higher education;spouse present;Other;*;<=50K;42637
11~20;Higher education;spouse present;Other;*;<=50K;42889
11~20;Higher education;spouse present;Other;*;<=50K;42987
11~20;Higher education;spouse present;Other;*;<=50K;43411
11~20;Higher education;spouse present;Other;*;<=50K;44461
11~20;Higher education;spouse present;Other;*;<=50K;46052
11~20;Higher education;spouse present;Other;*;>50K;46171
11~20;Higher education;spouse present;Other;*;>50K;46201
11~20;Higher education;spouse present;Other;*;<=50K;46492
11~20;Higher education;spouse present;Other;*;<=50K;47202
11~20;Higher education;spouse present;Other;*;>50K;47751
11~20;Higher education;spouse present;Other;*;<=50K;48473
11~20;Higher education;spouse present;Other;*;<=50K;48479
11~20;Higher education;spouse present;Other;*;<=50K;48522
11~20;Higher education;spouse present;Other;*;<=50K;48768
11~20;Higher education;spouse present;Nontechnical;*;<=50K;371
11~20;Higher education;spouse present;Nontechnical;*;<=50K;442
11~20;Higher education;spouse present;Nontechnical;*;<=50K;2006
11~20;Higher education;spouse present;Nontechnical;*;>50K;2331
11~20;Higher education;spouse present;Nontechnical;*;<=50K;2820
11~20;Higher education;spouse present;Nontechnical;*;<=50K;3306
11~20;Higher education;spouse present;Nontechnical;*;<=50K;3601
11~20;Higher education;spouse present;Nontechnical;*;<=50K;3838
11~20;Higher education;spouse present;Nontechnical;*;<=50K;4707
11~20;Higher education;spouse present;Nontechnical;*;<=50K;5210
11~20;Higher education;spouse present;Nontechnical;*;<=50K;6124
11~20;Higher education;spouse present;Nontechnical;*;<=50K;6930
11~20;Higher education;spouse present;Nontechnical;*;<=50K;7121
11~20;Higher education;spouse present;Nontechnical;*;<=50K;7339
11~20;Higher education;spouse present;Nontechnical;*;<=50K;7467
11~20;Higher education;spouse present;Nontechnical;*;<=50K;7810
11~20;Higher education;spouse present;Nontechnical;*;<=50K;8197
11~20;Higher education;spouse present;Nontechnical;*;<=50K;8506
11~20;Higher education;spouse present;Nontechnical;*;<=50K;8843
11~20;Higher education;spouse present;Nontechnical;*;<=50K;8964
11~20;Higher education;spouse present;Nontechnical;*;<=50K;9559
11~20;Higher education;spouse present;Nontechnical;*;<=50K;10136
11~20;Higher education;spouse present;Nontechnical;*;<=50K;11082
11~20;Higher education;spouse present;Nontechnical;*;<=50K;11394
11~20;Higher education;spouse present;Nontechnical;*;<=50K;11429
11~20;Higher education;spouse present;Nontechnical;*;<=50K;12711
11~20;Higher education;spouse present;Nontechnical;*;<=50K;13366
11~20;Higher education;spouse present;Nontechnical;*;<=50K;13480
11~20;Higher education;spouse present;Nontechnical;*;<=50K;13782
11~20;Higher education;spouse present;Nontechnical;*;<=50K;13925
11~20;Higher education;spouse present;Nontechnical;*;<=50K;15071
11~20;Higher education;spouse present;Nontechnical;*;<=50K;15341
11~20;Higher education;spouse present;Nontechnical;*;<=50K;15657
11~20;Higher education;spouse present;Nontechnical;*;<=50K;16702
11~20;Higher education;spouse present;Nontechnical;*;<=50K;17049
11~20;Higher education;spouse present;Nontechnical;*;<=50K;17984
11~20;Higher education;spouse present;Nontechnical;*;<=50K;19983
11~20;Higher education;spouse present;Nontechnical;*;<=50K;21511
11~20;Higher education;spouse present;Nontechnical;*;>50K;21999
11~20;Higher education;spouse present;Nontechnical;*;<=50K;22755
11~20;Higher education;spouse present;Nontechnical;*;<=50K;23812
11~20;Higher education;spouse present;Nontechnical;*;<=50K;24221
11~20;Higher education;spouse present;Nontechnical;*;<=50K;25268
11~20;Higher education;spouse present;Nontechnical;*;>50K;25997
11~20;Higher education;spouse present;Nontechnical;*;<=50K;26171
11~20;Higher education;spouse present;Nontechnical;*;<=50K;26664
11~20;Higher education;spouse present;Nontechnical;*;>50K;26720
11~20;Higher education;spouse present;Nontechnical;*;<=50K;27174
11~20;Higher education;spouse present;Nontechnical;*;<=50K;27571
11~20;Higher education;spouse present;Nontechnical;*;<=50K;27683
11~20;Higher education;spouse present;Nontechnical;*;<=50K;28305
11~20;Higher education;spouse present;Nontechnical;*;<=50K;29368
11~20;Higher education;spouse present;Nontechnical;*;<=50K;30096
11~20;Higher education;spouse present;Nontechnical;*;<=50K;30632
11~20;Higher education;spouse present;Nontechnical;*;<=50K;30669
11~20;Higher education;spouse present;Nontechnical;*;>50K;31201
11~20;Higher education;spouse present;Nontechnical;*;<=50K;31760
11~20;Higher education;spouse present;Nontechnical;*;<=50K;32891
11~20;Higher education;spouse present;Nontechnical;*;<=50K;33518
11~20;Higher education;spouse present;Nontechnical;*;<=50K;33661
11~20;Higher education;spouse present;Nontechnical;*;<=50K;34327
11~20;Higher education;spouse present;Nontechnical;*;<=50K;34608
11~20;Higher education;spouse present;Nontechnical;*;<=50K;35038
11~20;Higher education;spouse present;Nontechnical;*;<=50K;35103
11~20;Higher education;spouse present;Nontechnical;*;<=50K;35385
11~20;Higher education;spouse present;Nontechnical;*;<=50K;35459
11~20;Higher education;spouse present;Nontechnical;*;<=50K;35707
11~20;Higher education;spouse present;Nontechnical;*;<=50K;36830
11~20;Higher education;spouse present;Nontechnical;*;<=50K;37181
11~20;Higher education;spouse present;Nontechnical;*;<=50K;39375
11~20;Higher education;spouse present;Nontechnical;*;<=50K;41296
11~20;Higher education;spouse present;Nontechnical;*;<=50K;41450
11~20;Higher education;spouse present;Nontechnical;*;<=50K;41924
11~20;Higher education;spouse present;Nontechnical;*;<=50K;41987
11~20;Higher education;spouse present;Nontechnical;*;<=50K;41988
11~20;Higher education;spouse present;Nontechnical;*;<=50K;42354
11~20;Higher education;spouse present;Nontechnical;*;<=50K;42520
11~20;Higher education;spouse present;Nontechnical;*;<=50K;43297
11~20;Higher education;spouse present;Nontechnical;*;<=50K;43826
11~20;Higher education;spouse present;Nontechnical;*;<=50K;43932
11~20;Higher education;spouse present;Nontechnical;*;<=50K;44475
11~20;Higher education;spouse present;Nontechnical;*;<=50K;46944
11~20;Higher education;spouse present;Nontechnical;*;<=50K;47622
11~20;Higher education;spouse not present;Tech-support;*;<=50K;215
11~20;Higher education;spouse not present;Tech-support;*;<=50K;730
11~20;Higher education;spouse not present;Tech-support;*;<=50K;1210
11~20;Higher education;spouse not present;Tech-support;*;<=50K;2242
11~20;Higher education;spouse not present;Tech-support;*;<=50K;2260
11~20;Higher education;spouse not present;Tech-support;*;<=50K;2610
11~20;Higher education;spouse not present;Tech-support;*;<=50K;3338
11~20;Higher education;spouse not present;Tech-support;*;<=50K;4303
11~20;Higher education;spouse not present;Tech-support;*;<=50K;4667
11~20;Higher education;spouse not present;Tech-support;*;<=50K;5063
11~20;Higher education;spouse not present;Tech-support;*;<=50K;5252
11~20;Higher education;spouse not present;Tech-support;*;<=50K;5869
11~20;Higher education;spouse not present;Tech-support;*;<=50K;6018
11~20;Higher education;spouse not present;Tech-support;*;<=50K;6257
11~20;Higher education;spouse not present;Tech-support;*;<=50K;6319
11~20;Higher education;spouse not present;Tech-support;*;<=50K;6376
11~20;Higher education;spouse not present;Tech-support;*;<=50K;6794
11~20;Higher education;spouse not present;Tech-support;*;<=50K;7066
11~20;Higher education;spouse not present;Tech-support;*;<=50K;7542
11~20;Higher education;spouse not present;Tech-support;*;<=50K;7707
11~20;Higher education;spouse not present;Tech-support;*;<=50K;8205
11~20;Higher education;spouse not present;Tech-support;*;<=50K;8535
11~20;Higher education;spouse not present;Tech-support;*;<=50K;8656
11~20;Higher education;spouse not present;Tech-support;*;<=50K;8936
11~20;Higher education;spouse not present;Tech-support;*;<=50K;9510
11~20;Higher education;spouse not present;Tech-support;*;<=50K;10114
11~20;Higher education;spouse not present;Tech-support;*;<=50K;10187
11~20;Higher education;spouse not present;Tech-support;*;<=50K;10902
11~20;Higher education;spouse not present;Tech-support;*;<=50K;11387
11~20;Higher education;spouse not present;Tech-support;*;<=50K;11605
11~20;Higher education;spouse not present;Tech-support;*;<=50K;12091
11~20;Higher education;spouse not present;Tech-support;*;<=50K;12312
11~20;Higher education;spouse not present;Tech-support;*;<=50K;13356
11~20;Higher education;spouse not present;Tech-support;*;<=50K;13683
11~20;Higher education;spouse not present;Tech-support;*;<=50K;14032
11~20;Higher education;spouse not present;Tech-support;*;<=50K;14621
11~20;Higher education;spouse not present;Tech-support;*;<=50K;14690
11~20;Higher education;spouse not present;Tech-support;*;<=50K;14783
11~20;Higher education;spouse not present;Tech-support;*;<=50K;15426
11~20;Higher education;spouse not present;Tech-support;*;<=50K;15501
11~20;Higher education;spouse not present;Tech-support;*;<=50K;16126
11~20;Higher education;spouse not present;Tech-support;*;<=50K;16385
11~20;Higher education;spouse not present;Tech-support;*;<=50K;16746
11~20;Higher education;spouse not present;Tech-support;*;<=50K;16976
11~20;Higher education;spouse not present;Tech-support;*;<=50K;17057
11~20;Higher education;spouse not present;Tech-support;*;<=50K;17326
11~20;Higher education;spouse not present;Tech-support;*;<=50K;17859
11~20;Higher education;spouse not present;Tech-support;*;<=50K;18397
11~20;Higher education;spouse not present;Tech-support;*;<=50K;18507
11~20;Higher education;spouse not present;Tech-support;*;<=50K;18720
11~20;Higher education;spouse not present;Tech-support;*;<=50K;19577
11~20;Higher education;spouse not present;Tech-support;*;<=50K;19872
11~20;Higher education;spouse not present;Tech-support;*;<=50K;20360
11~20;Higher education;spouse not present;Tech-support;*;<=50K;20445
11~20;Higher education;spouse not present;Tech-support;*;<=50K;20592
11~20;Higher education;spouse not present;Tech-support;*;<=50K;21121
11~20;Higher education;spouse not present;Tech-support;*;<=50K;21292
11~20;Higher education;spouse not present;Tech-support;*;<=50K;22064
11~20;Higher education;spouse not present;Tech-support;*;<=50K;22087
11~20;Higher education;spouse not present;Tech-support;*;<=50K;22231
11~20;Higher education;spouse not present;Tech-support;*;<=50K;22300
11~20;Higher education;spouse not present;Tech-support;*;<=50K;22682
11~20;Higher education;spouse not present;Tech-support;*;<=50K;23693
11~20;Higher education;spouse not present;Tech-support;*;<=50K;23877
11~20;Higher education;spouse not present;Tech-support;*;<=50K;24075
11~20;Higher education;spouse not present;Tech-support;*;<=50K;24155
11~20;Higher education;spouse not present;Tech-support;*;<=50K;24476
11~20;Higher education;spouse not present;Tech-support;*;<=50K;25266
11~20;Higher education;spouse not present;Tech-support;*;<=50K;25516
11~20;Higher education;spouse not present;Tech-support;*;<=50K;25688
11~20;Higher education;spouse not present;Tech-support;*;<=50K;25809
11~20;Higher education;spouse not present;Tech-support;*;<=50K;27082
11~20;Higher education;spouse not present;Tech-support;*;<=50K;27147
11~20;Higher education;spouse not present;Tech-support;*;<=50K;27799
11~20;Higher education;spouse not present;Tech-support;*;<=50K;27913
11~20;Higher education;spouse not present;Tech-support;*;<=50K;28559
11~20;Higher education;spouse not present;Tech-support;*;<=50K;28992
11~20;Higher education;spouse not present;Tech-support;*;<=50K;29637
11~20;Higher education;spouse not present;Tech-support;*;<=50K;29795
11~20;Higher education;spouse not present;Tech-support;*;<=50K;29804
11~20;Higher education;spouse not present;Tech-support;*;<=50K;29949
11~20;Higher education;spouse not present;Tech-support;*;<=50K;30120
11~20;Higher education;spouse not present;Tech-support;*;<=50K;30368
11~20;Higher education;spouse not present;Tech-support;*;<=50K;30771
11~20;Higher education;spouse not present;Tech-support;*;<=50K;31119
11~20;Higher education;spouse not present;Tech-support;*;<=50K;31247
11~20;Higher education;spouse not present;Tech-support;*;<=50K;31378
11~20;Higher education;spouse not present;Tech-support;*;<=50K;32475
11~20;Higher education;spouse not present;Tech-support;*;<=50K;32894
11~20;Higher education;spouse not present;Tech-support;*;<=50K;33166
11~20;Higher education;spouse not present;Tech-support;*;<=50K;33741
11~20;Higher education;spouse not present;Tech-support;*;<=50K;34111
11~20;Higher education;spouse not present;Tech-support;*;<=50K;35232
11~20;Higher education;spouse not present;Tech-support;*;<=50K;35292
11~20;Higher education;spouse not present;Tech-support;*;<=50K;35315
11~20;Higher education;spouse not present;Tech-support;*;<=50K;35644
11~20;Higher education;spouse not present;Tech-support;*;<=50K;36103
11~20;Higher education;spouse not present;Tech-support;*;<=50K;36330
11~20;Higher education;spouse not present;Tech-support;*;<=50K;37559
11~20;Higher education;spouse not present;Tech-support;*;<=50K;37770
11~20;Higher education;spouse not present;Tech-support;*;<=50K;39134
11~20;Higher education;spouse not present;Tech-support;*;<=50K;39475
11~20;Higher education;spouse not present;Tech-support;*;<=50K;39906
11~20;Higher education;spouse not present;Tech-support;*;<=50K;39966
11~20;Higher education;spouse not present;Tech-support;*;<=50K;40076
11~20;Higher education;spouse not present;Tech-support;*;<=50K;40770
11~20;Higher education;spouse not present;Tech-support;*;<=50K;40845
11~20;Higher education;spouse not present;Tech-support;*;<=50K;41107
11~20;Higher education;spouse not present;Tech-support;*;<=50K;41672
11~20;Higher education;spouse not present;Tech-support;*;<=50K;41872
11~20;Higher education;spouse not present;Tech-support;*;<=50K;42038
11~20;Higher education;spouse not present;Tech-support;*;<=50K;42672
11~20;Higher education;spouse not present;Tech-support;*;<=50K;43117
11~20;Higher education;spouse not present;Tech-support;*;<=50K;43198
11~20;Higher education;spouse not present;Tech-support;*;>50K;43216
11~20;Higher education;spouse not present;Tech-support;*;<=50K;43308
11~20;Higher education;spouse not present;Tech-support;*;<=50K;43455
11~20;Higher education;spouse not present;Tech-support;*;<=50K;44412
11~20;Higher education;spouse not present;Tech-support;*;<=50K;45433
11~20;Higher education;spouse not present;Tech-support;*;<=50K;45457
11~20;Higher education;spouse not present;Tech-support;*;<=50K;45582
11~20;Higher education;spouse not present;Tech-support;*;<=50K;45619
11~20;Higher education;spouse not present;Tech-support;*;<=50K;46461
11~20;Higher education;spouse not present;Tech-support;*;<=50K;46543
11~20;Higher education;spouse not present;Tech-support;*;<=50K;47360
11~20;Higher education;spouse not present;Tech-support;*;<=50K;47472
11~20;Higher education;spouse not present;Tech-support;*;<=50K;47599
11~20;Higher education;spouse not present;Tech-support;*;<=50K;47602
11~20;Higher education;spouse not present;Tech-support;*;<=50K;47856
11~20;Higher education;spouse not present;Tech-support;*;<=50K;48400
11~20;Higher education;spouse not present;Tech-support;*;<=50K;48509
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;701
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;870
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;1025
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;1309
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;1718
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;1881
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;1964
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;2568
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;3136
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;3373
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;3483
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;3675
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;5416
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;6223
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;6652
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;6873
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;7184
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;7686
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;7868
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;8771
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;9596
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;9804
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;10258
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;10580
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;10625
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;10813
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;10999
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;11503
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;11592
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;11739
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;12267
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;12510
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;12757
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;12964
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;13638
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;14178
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;14682
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;15202
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;16264
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;17357
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;17546
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;17959
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;18122
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;18725
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;18905
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;19403
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;20150
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;20316
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;20595
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;20605
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;20644
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;21788
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;22528
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;23434
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;23443
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;23678
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;23724
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;24029
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;24103
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;24868
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;25518
11~20;Higher education;spouse not present;Craft-repair;*;<=50K;25609
11~20;Higher education;spouse not present;Craft-repair;*;>50K;25887
