age;education;marital-status;occupation;race;income
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;<=50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;<=50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;<=50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;<=50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;<=50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;<=50K
*;Bachelors;Married-civ-spouse;Tech-support;*;<=50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;<=50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;<=50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;<=50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;<=50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;<=50K
*;Bachelors;Married-civ-spouse;Tech-support;*;<=50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;<=50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;<=50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;<=50K
*;Bachelors;Married-civ-spouse;Tech-support;*;<=50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;<=50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;<=50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;<=50K
*;Some-college;Married-civ-spouse;Tech-support;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;<=50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
*;Bachelors;Married-civ-spouse;Craft-repair;*;>50K
